id,movie_genres,movie_id
275,Action,151
276,Drama,151
277,Romance,151
278,War,151
279,Drama,152
280,Horror,152
281,Action,153
282,Adventure,153
283,Comedy,153
284,Crime,153
285,Drama,154
286,Adventure,155
287,Drama,155
288,War,155
289,Comedy,156
290,Drama,156
291,Comedy,157
292,War,157
293,Adventure,158
294,Children,158
295,Crime,159
296,Drama,159
297,Mystery,159
298,Action,160
299,Adventure,160
300,Mystery,160
301,Sci-Fi,160
302,Drama,161
303,Thriller,161
304,War,161
305,Documentary,162
306,Action,163
307,Romance,163
308,Western,163
309,Crime,164
310,Film-Noir,164
311,Mystery,164
312,Thriller,164
313,Action,165
314,Crime,165
315,Thriller,165
316,Comedy,166
317,Crime,166
318,Drama,166
319,Action,168
320,Drama,168
321,Romance,168
322,Adventure,169
323,Children,169
324,Drama,169
325,Action,170
326,Adventure,170
327,Crime,170
328,Thriller,170
329,Comedy,171
330,Drama,171
331,Action,172
332,Sci-Fi,172
333,Thriller,172
334,Action,173
335,Crime,173
336,Sci-Fi,173
337,Comedy,174
338,Drama,175
339,Comedy,176
340,Horror,177
341,Comedy,178
342,Drama,178
343,Drama,179
344,Romance,179
345,Comedy,180
346,Romance,180
347,Action,181
348,Children,181
349,Comedy,183
350,Horror,183
351,Thriller,183
352,Drama,184
353,Action,185
354,Crime,185
355,Thriller,185
356,Comedy,186
357,Romance,186
358,Comedy,187
359,Fantasy,188
360,Horror,188
361,Mystery,188
362,Comedy,189
363,Fantasy,189
364,Thriller,190
365,Drama,191
366,Romance,191
367,Drama,193
368,Comedy,194
369,Drama,194
370,Comedy,195
371,Drama,195
372,Romance,195
373,Horror,196
374,Sci-Fi,196
375,Action,198
376,Crime,198
377,Drama,198
378,Mystery,198
379,Sci-Fi,198
380,Thriller,198
381,Drama,199
382,Musical,199
383,Romance,199
384,Drama,201
385,Fantasy,201
386,Drama,202
387,Romance,202
388,Comedy,203
389,Action,204
390,Comedy,205
391,Drama,205
392,Documentary,206
393,Drama,207
394,Romance,207
395,Action,208
396,Adventure,208
397,Sci-Fi,208
398,Drama,209
399,Western,210
400,Drama,211
401,Adventure,212
402,Comedy,212
403,Crime,212
404,Mystery,212
405,Drama,213
406,Drama,214
407,War,214
408,Drama,215
409,Romance,215
410,Comedy,216
411,Drama,217
412,Thriller,217
413,Comedy,218
414,Drama,218
415,Drama,219
416,Horror,220
417,Drama,222
418,Romance,222
419,Comedy,223
420,Comedy,224
421,Drama,224
422,Romance,224
423,Drama,225
424,Thriller,225
425,Action,227
426,Thriller,227
427,Comedy,228
428,Drama,229
429,Thriller,229
430,Drama,230
431,Thriller,230
432,Adventure,231
433,Comedy,231
434,Comedy,232
435,Drama,232
436,Romance,232
437,Drama,233
438,Comedy,234
439,Comedy,235
440,Drama,235
441,Action,236
442,Comedy,236
443,Romance,236
444,Comedy,237
445,Romance,237
446,Adventure,238
447,Children,238
448,Animation,239
449,Children,239
450,Comedy,239
451,Romance,239
452,Thriller,240
453,Children,241
454,Drama,241
455,Drama,242
456,Musical,242
457,Children,243
458,Comedy,243
459,Fantasy,243
460,Documentary,246
461,Crime,247
462,Drama,247
463,Comedy,248
464,Drama,249
465,Romance,249
466,Children,250
467,Comedy,250
468,Action,251
469,Comedy,252
470,Romance,252
471,Drama,253
472,Horror,253
473,Drama,254
474,Comedy,255
475,Comedy,256
476,Sci-Fi,256
477,Mystery,257
478,Thriller,257
479,Adventure,258
480,Children,258
481,Comedy,258
482,Fantasy,258
483,Romance,258
484,Crime,259
485,Drama,259
486,Thriller,259
487,Action,260
488,Adventure,260
489,Sci-Fi,260
490,Drama,261
491,Children,262
492,Drama,262
493,Drama,263
494,Drama,265
495,Fantasy,265
496,Romance,265
497,Drama,266
498,Romance,266
499,War,266
500,Western,266
501,Comedy,267
502,Drama,269
503,Drama,270
504,Romance,270
505,Drama,271
506,Comedy,272
507,Drama,272
508,Drama,273
509,Horror,273
510,Sci-Fi,273
511,Comedy,274
512,Comedy,275
513,Comedy,276
514,Romance,276
515,Drama,277
516,Comedy,278
517,Drama,279
518,Drama,280
519,Thriller,280
520,Comedy,281
521,Drama,281
522,Romance,281
523,Drama,282
524,Crime,283
525,Drama,283
526,Action,284
527,Crime,284
528,Drama,285
529,Horror,285
530,Comedy,287
531,Romance,287
532,Action,288
533,Crime,288
534,Thriller,288
535,Comedy,289
536,Romance,289
537,Crime,290
538,Drama,290
539,Drama,291
540,Thriller,291
541,Action,292
542,Drama,292
543,Sci-Fi,292
544,Thriller,292
545,Action,293
546,Crime,293
547,Drama,293
548,Thriller,293
549,Comedy,294
550,Romance,294
551,Comedy,295
552,Romance,295
553,Comedy,296
554,Crime,296
555,Drama,296
556,Thriller,296
557,Drama,298
558,Drama,299
559,Drama,300
560,Drama,301
561,Romance,301
562,Drama,302
563,Romance,302
564,Action,303
565,Thriller,303
566,Western,303
567,Comedy,304
568,Drama,304
569,Comedy,305
570,Drama,306
571,Drama,307
572,Comedy,308
573,Drama,308
574,Comedy,310
575,Horror,311
576,Thriller,311
577,Comedy,312
578,Animation,313
579,Children,313
580,Children,314
581,Drama,314
582,Fantasy,314
583,Mystery,314
584,Action,315
585,Drama,315
586,Thriller,315
587,Action,316
588,Adventure,316
589,Sci-Fi,316
590,Comedy,317
591,Drama,317
592,Fantasy,317
593,Crime,318
594,Drama,318
595,Comedy,319
596,Drama,319
597,Thriller,319
598,Film-Noir,320
599,Thriller,320
600,Drama,321
601,Comedy,322
602,Drama,322
603,Comedy,324
604,Drama,324
605,Comedy,325
606,Drama,326
607,Action,327
608,Comedy,327
609,Sci-Fi,327
610,Horror,328
611,Thriller,328
612,Adventure,329
613,Drama,329
614,Sci-Fi,329
615,Action,330
616,Crime,330
617,Horror,330
618,Drama,331
619,Horror,332
620,Sci-Fi,332
621,Comedy,333
622,Drama,334
623,Mystery,335
624,Thriller,335
625,Drama,336
626,War,336
627,Drama,337
628,Action,338
629,Sci-Fi,338
630,Thriller,338
631,Comedy,339
632,Romance,339
633,Adventure,340
634,Drama,340
635,War,340
636,Drama,341
637,Comedy,342
638,Children,343
639,Comedy,344
640,Comedy,345
641,Drama,345
642,Drama,346
643,Musical,346
644,Drama,347
645,Film-Noir,347
646,Romance,347
647,Comedy,348
648,Action,349
649,Crime,349
650,Drama,349
651,Thriller,349
652,Drama,350
653,Mystery,350
654,Thriller,350
655,Comedy,351
656,Drama,351
657,Romance,351
658,Comedy,352
659,Drama,352
660,Action,353
661,Crime,353
662,Fantasy,353
663,Thriller,353
664,Drama,354
665,Children,355
666,Comedy,355
667,Fantasy,355
668,Comedy,356
669,Drama,356
670,Romance,356
671,War,356
672,Comedy,357
673,Romance,357
674,Drama,358
675,Comedy,359
676,Drama,359
677,Romance,359
678,Action,360
679,Comedy,360
680,Comedy,361
681,Drama,361
682,Romance,361
683,Adventure,362
684,Children,362
685,Romance,362
686,Documentary,363
687,Adventure,364
688,Animation,364
689,Children,364
690,Drama,364
691,Musical,364
692,IMAX,364
693,Drama,365
694,Drama,366
695,Horror,366
696,Mystery,366
697,Thriller,366
698,Action,367
699,Comedy,367
700,Crime,367
701,Fantasy,367
702,Adventure,368
703,Comedy,368
704,Western,368
705,Drama,369
706,Action,370
707,Comedy,370
708,Comedy,371
709,Drama,371
710,Comedy,372
711,Drama,372
712,Romance,372
713,Thriller,373
714,Children,374
715,Comedy,374
716,Action,376
717,Thriller,376
718,Action,377
719,Romance,377
720,Thriller,377
721,Comedy,378
722,Romance,378
723,Action,379
724,Sci-Fi,379
725,Thriller,379
726,Action,380
727,Adventure,380
728,Comedy,380
729,Romance,380
730,Thriller,380
731,Drama,381
732,Romance,381
733,Drama,382
734,Horror,382
735,Romance,382
736,Thriller,382
737,Western,383
738,Action,384
739,Crime,384
740,Drama,384
741,Drama,385
742,Drama,386
743,Action,387
744,Comedy,387
745,Drama,388
746,Drama,389
747,Romance,389
748,War,389
749,Action,390
750,Crime,390
751,Drama,390
752,Crime,391
753,Drama,391
754,Action,393
755,Adventure,393
756,Fantasy,393
757,Action,405
758,Fantasy,405
759,Drama,406
760,Horror,407
761,Thriller,407
762,Drama,408
763,Crime,409
764,Drama,409
765,Children,410
766,Comedy,410
767,Fantasy,410
768,Drama,412
769,Comedy,413
770,Comedy,414
771,Comedy,415
772,Thriller,415
773,Western,416
774,Comedy,417
775,Romance,417
776,Drama,418
777,Comedy,419
778,Action,420
779,Comedy,420
780,Crime,420
781,Thriller,420
782,Adventure,421
783,Children,421
784,Drama,421
785,Thriller,422
786,Action,423
787,Thriller,423
788,Drama,424
789,Drama,425
790,Romance,425
791,Horror,426
792,Sci-Fi,426
793,Thriller,426
794,Drama,427
795,Mystery,427
796,Romance,427
797,Thriller,427
798,Drama,428
799,Comedy,429
800,Comedy,430
801,Drama,430
802,Crime,431
803,Drama,431
804,Adventure,432
805,Comedy,432
806,Western,432
807,Comedy,433
808,Action,434
809,Adventure,434
810,Thriller,434
811,Comedy,435
812,Sci-Fi,435
813,Drama,436
814,Thriller,436
815,Comedy,437
816,Action,438
817,Comedy,438
818,Drama,438
819,Comedy,440
820,Romance,440
821,Comedy,441
822,Action,442
823,Adventure,442
824,Sci-Fi,442
825,Comedy,444
826,Romance,444
827,Comedy,445
828,Drama,446
829,Romance,446
830,Drama,448
831,Comedy,449
832,Comedy,450
833,Drama,450
834,Drama,451
835,Mystery,451
836,Romance,451
837,Drama,452
838,Comedy,453
839,Romance,453
840,Drama,454
841,Thriller,454
842,Adventure,455
843,Children,455
844,Drama,455
845,Crime,456
846,Drama,456
847,Thriller,456
848,Thriller,457
849,Drama,458
850,Western,458
851,Action,459
852,Adventure,459
853,Crime,459
854,Drama,459
855,Romance,459
856,Thriller,459
857,Comedy,460
858,Drama,461
859,Romance,461
860,Action,464
861,Adventure,464
862,Crime,464
863,Thriller,464
864,Action,466
865,Comedy,466
866,War,466
867,Comedy,467
868,Comedy,468
869,Romance,468
870,Drama,469
871,Romance,469
872,Comedy,470
873,Comedy,471
874,Comedy,472
875,Drama,472
876,Comedy,473
877,War,473
878,Action,474
879,Thriller,474
880,Drama,475
881,Comedy,476
882,Drama,476
883,Drama,477
884,Musical,477
885,Comedy,478
886,Crime,478
887,Drama,478
888,Action,479
889,Crime,479
890,Thriller,479
891,Action,480
892,Adventure,480
893,Sci-Fi,480
894,Thriller,480
895,Drama,481
896,Thriller,481
897,Crime,482
898,Drama,482
899,Thriller,482
900,Adventure,484
901,Children,484
902,Action,485
903,Adventure,485
904,Comedy,485
905,Fantasy,485
906,Comedy,486
907,Comedy,487
908,Western,487
909,Drama,488
910,Romance,488
911,Comedy,489
912,Thriller,490
913,Drama,491
914,Comedy,492
915,Mystery,492
916,Action,493
917,Crime,493
918,Drama,493
919,Action,494
920,Adventure,494
921,Thriller,494
922,Drama,495
923,Comedy,496
924,Drama,496
925,Romance,496
926,Thriller,496
927,Comedy,497
928,Romance,497
929,Comedy,499
930,Romance,499
931,Comedy,500
932,Drama,500
933,Drama,501
934,Action,502
935,Children,502
936,Romance,502
937,Action,504
938,Drama,504
939,Sci-Fi,504
940,Comedy,505
941,Drama,506
942,Fantasy,506
943,Romance,506
944,Crime,507
945,Drama,507
946,Thriller,507
947,Drama,508
948,Drama,509
949,Romance,509
950,Drama,510
951,Action,511
952,Drama,511
953,Horror,512
954,Sci-Fi,512
955,Comedy,513
956,Mystery,513
957,Romance,513
958,Comedy,514
959,Drama,515
960,Romance,515
961,Comedy,516
962,Drama,516
963,Action,517
964,Drama,517
965,Mystery,517
966,Comedy,518
967,Action,519
968,Crime,519
969,Drama,519
970,Sci-Fi,519
971,Thriller,519
972,Comedy,520
973,Crime,521
974,Thriller,521
975,Action,522
976,Drama,522
977,Drama,523
978,Drama,524
979,Drama,526
980,Drama,527
981,War,527
982,Comedy,528
983,Drama,528
984,Drama,529
985,Children,531
986,Drama,531
987,Comedy,532
988,Crime,532
989,Horror,532
990,Action,533
991,Adventure,533
992,Fantasy,533
993,Mystery,533
994,Drama,534
995,Romance,534
996,Drama,535
997,Drama,536
998,Drama,537
999,Drama,538
1000,Comedy,539
1001,Drama,539
1002,Romance,539
1003,Thriller,540
1004,Action,541
1005,Sci-Fi,541
1006,Thriller,541
1007,Comedy,542
1008,Drama,542
1009,Romance,542
1010,Comedy,543
1011,Romance,543
1012,Thriller,543
1013,Action,544
1014,Crime,544
1015,Action,546
1016,Adventure,546
1017,Children,546
1018,Comedy,546
1019,Fantasy,546
1020,Sci-Fi,546
1021,Action,547
1022,Adventure,547
1023,Thriller,547
1024,Action,548
1025,Mystery,548
1026,Thriller,548
1027,Drama,549
1028,Musical,549
1029,Comedy,550
1030,Romance,550
1031,Animation,551
1032,Children,551
1033,Fantasy,551
1034,Musical,551
1035,Action,552
1036,Adventure,552
1037,Comedy,552
1038,Romance,552
1039,Action,553
1040,Drama,553
1041,Western,553
1042,Crime,555
1043,Thriller,555
1044,Documentary,556
1045,Action,558
1046,Adventure,558
1047,Animation,558
1048,Children,558
1049,Fantasy,558
1050,Comedy,562
1051,Drama,562
1052,Drama,563
1053,Romance,563
1054,Comedy,564
1055,Comedy,567
1056,Drama,567
1057,Comedy,568
1058,Drama,568
1059,Comedy,569
1060,Drama,569
1061,Drama,573
1062,Comedy,574
1063,Drama,574
1064,Children,575
1065,Comedy,575
1066,Adventure,577
1067,Children,577
1068,Drama,577
1069,Crime,579
1070,Thriller,579
1071,Drama,580
1072,Documentary,581
1073,Comedy,583
1074,Drama,583
1075,Comedy,585
1076,Children,586
1077,Comedy,586
1078,Comedy,587
1079,Drama,587
1080,Fantasy,587
1081,Romance,587
1082,Thriller,587
1083,Adventure,588
1084,Animation,588
1085,Children,588
1086,Comedy,588
1087,Musical,588
1088,Action,589
1089,Sci-Fi,589
1090,Adventure,590
1091,Drama,590
1092,Western,590
1093,Action,592
1094,Crime,592
1095,Thriller,592
1096,Crime,593
1097,Horror,593
1098,Thriller,593
1099,Animation,594
1100,Children,594
1101,Drama,594
1102,Fantasy,594
1103,Musical,594
1104,Animation,595
1105,Children,595
1106,Fantasy,595
1107,Musical,595
1108,Romance,595
1109,IMAX,595
1110,Animation,596
1111,Children,596
1112,Fantasy,596
1113,Musical,596
1114,Comedy,597
1115,Romance,597
1116,Adventure,599
1117,Western,599
1118,Action,600
1119,Comedy,600
1120,Crime,600
1121,Documentary,602
1122,Drama,605
1123,Romance,605
1124,Fantasy,606
1125,Horror,606
1126,Comedy,608
1127,Crime,608
1128,Drama,608
1129,Thriller,608
1130,Adventure,609
1131,Children,609
1132,Action,610
1133,Adventure,610
1134,Animation,610
1135,Horror,610
1136,Sci-Fi,610
1137,Action,611
1138,Horror,611
1139,Sci-Fi,611
1140,Comedy,612
1141,Drama,613
1142,Romance,613
1143,Comedy,615
1144,Drama,615
1145,Animation,616
1146,Children,616
1147,Comedy,617
1148,Drama,617
1149,Comedy,618
1150,Romance,618
1151,Comedy,619
1152,Comedy,626
1153,Drama,627
1154,Thriller,627
1155,Crime,628
1156,Drama,628
1157,Mystery,628
1158,Thriller,628
1159,Adventure,631
1160,Animation,631
1161,Children,631
1162,Fantasy,631
1163,Musical,631
1164,Romance,631
1165,Drama,632
1166,War,632
1167,Comedy,633
1168,Comedy,634
1169,Comedy,635
1170,Drama,635
1171,Drama,636
1172,Comedy,637
1173,Romance,638
1174,Comedy,639
1175,Drama,639
1176,Drama,640
1177,Thriller,640
1178,Drama,645
1179,Action,647
1180,Crime,647
1181,Drama,647
1182,War,647
1183,Action,648
1184,Adventure,648
1185,Mystery,648
1186,Thriller,648
1187,Comedy,649
1188,Drama,649
1189,Drama,650
1190,Action,653
1191,Adventure,653
1192,Fantasy,653
1193,Comedy,656
1194,Adventure,661
1195,Animation,661
1196,Children,661
1197,Fantasy,661
1198,Musical,661
1199,Thriller,662
1200,Comedy,663
1201,Comedy,665
1202,Drama,665
1203,War,665
1204,Action,667
1205,Drama,668
1206,Drama,670
1207,Comedy,671
1208,Sci-Fi,671
1209,Adventure,673
1210,Animation,673
1211,Children,673
1212,Comedy,673
1213,Fantasy,673
1214,Sci-Fi,673
1215,Adventure,674
1216,Comedy,674
1217,Sci-Fi,674
1218,Drama,678
1219,Thriller,678
1220,Drama,679
1221,Drama,680
1222,Mystery,680
1223,Romance,680
1224,Sci-Fi,680
1225,Thriller,680
1226,Drama,685
1227,Action,688
1228,Adventure,688
1229,Comedy,688
1230,War,688
1231,Comedy,691
1232,Romance,691
1233,Action,692
1234,Sci-Fi,692
1235,Thriller,692
1236,Action,694
1237,Crime,694
1238,Drama,694
1239,Mystery,695
1240,Thriller,695
1241,Drama,697
1242,Romance,697
1243,Drama,698
1244,Comedy,700
1245,Drama,703
1246,Action,704
1247,Adventure,704
1248,Drama,706
1249,Crime,707
1250,Drama,707
1251,Thriller,707
1252,Comedy,708
1253,Romance,708
1254,Adventure,709
1255,Animation,709
1256,Children,709
1257,Comedy,709
1258,Musical,709
1259,Comedy,710
1260,Adventure,711
1261,Children,711
1262,Drama,714
1263,Mystery,714
1264,Western,714
1265,Drama,715
1266,Romance,715
1267,Comedy,718
1268,Fantasy,718
1269,Sci-Fi,718
1270,Comedy,719
1271,Adventure,720
1272,Animation,720
1273,Comedy,720
1274,Documentary,722
1275,Drama,724
1276,Fantasy,724
1277,Horror,724
1278,Thriller,724
1279,Comedy,725
1280,Drama,726
1281,Comedy,728
1282,Crime,731
1283,Thriller,731
1284,Action,733
1285,Adventure,733
1286,Thriller,733
1287,Horror,735
1288,Action,736
1289,Adventure,736
1290,Romance,736
1291,Thriller,736
1292,Action,737
1293,Sci-Fi,737
1294,Animation,741
1295,Sci-Fi,741
1296,Horror,742
1297,Thriller,742
1298,Comedy,743
1299,Animation,745
1300,Children,745
1301,Comedy,745
1302,Comedy,747
1303,Action,748
1304,Sci-Fi,748
1305,Thriller,748
1306,Comedy,750
1307,War,750
1308,Drama,757
1309,Documentary,759
1310,Drama,760
1311,War,760
1312,Action,761
1313,Adventure,761
1314,Comedy,762
1315,Crime,762
1316,Drama,764
1317,Romance,764
1318,Comedy,765
1319,Drama,765
1320,Drama,766
1321,Drama,773
1322,Horror,775
1323,Mystery,775
1324,Comedy,778
1325,Crime,778
1326,Drama,778
1327,Drama,779
1328,Romance,779
1329,Action,780
1330,Adventure,780
1331,Sci-Fi,780
1332,Thriller,780
1333,Drama,781
1334,Drama,782
1335,Thriller,782
1336,Animation,783
1337,Children,783
1338,Drama,783
1339,Musical,783
1340,Romance,783
1341,Comedy,784
1342,Thriller,784
1343,Comedy,785
1344,Action,786
1345,Drama,786
1346,Thriller,786
1347,Comedy,788
1348,Fantasy,788
1349,Romance,788
1350,Sci-Fi,788
1351,Drama,790
1352,Documentary,791
1353,Drama,795
1354,Action,798
1355,Adventure,798
1356,Drama,798
1357,Thriller,798
1358,Comedy,799
1359,Horror,799
1360,Thriller,799
1361,Drama,800
1362,Mystery,800
1363,Western,800
1364,Children,801
1365,Comedy,801
1366,Drama,802
1367,Romance,802
1368,Comedy,803
1369,Drama,803
1370,Romance,803
1371,Comedy,804
1372,Romance,804
1373,Drama,805
1374,Thriller,805
1375,Crime,806
1376,Drama,806
1377,Adventure,808
1378,Children,808
1379,Action,809
1380,Adventure,809
1381,Children,810
1382,Comedy,810
1383,Fantasy,810
1384,Comedy,813
1385,Comedy,818
1386,Drama,823
1387,Drama,824
1388,Mystery,824
1389,Adventure,828
1390,Children,828
1391,Comedy,829
1392,Fantasy,829
1393,Musical,829
1394,Comedy,830
1395,Crime,832
1396,Thriller,832
1397,Comedy,833
1398,Drama,835
1399,Action,836
1400,Adventure,836
1401,Thriller,836
1402,Children,837
1403,Comedy,837
1404,Fantasy,837
1405,Comedy,838
1406,Drama,838
1407,Romance,838
1408,Action,839
1409,Thriller,839
1410,Children,840
1411,Comedy,840
1412,Horror,841
1413,Comedy,842
1414,Horror,842
1415,Drama,848
1416,Action,849
1417,Adventure,849
1418,Sci-Fi,849
1419,Thriller,849
1420,Drama,851
1421,Comedy,852
1422,Drama,852
1423,Romance,852
1424,Crime,858
1425,Drama,858
1426,Action,861
1427,Comedy,861
1428,Crime,861
1429,Thriller,861
1430,Crime,866
1431,Drama,866
1432,Romance,866
1433,Thriller,866
1434,Comedy,867
1435,Crime,867
1436,Crime,869
1437,Drama,869
1438,Musical,869
1439,Thriller,869
1440,Comedy,870
1441,Action,875
1442,Crime,875
1443,Drama,875
1444,Action,876
1445,Comedy,876
1446,Crime,876
1447,Thriller,876
1448,Horror,879
1449,Thriller,879
1450,Sci-Fi,880
1451,Thriller,880
1452,Children,881
1453,Comedy,881
1454,Drama,882
1455,Thriller,882
1456,Children,885
1457,Drama,885
1458,Fantasy,885
1459,Action,886
1460,Comedy,886
1461,Crime,886
1462,Adventure,888
1463,Animation,888
1464,Children,888
1465,Musical,888
1466,Drama,889
1467,Romance,889
1468,Horror,891
1469,Thriller,891
1470,Comedy,892
1471,Drama,892
1472,Romance,892
1473,Drama,893
1474,Drama,896
1475,Adventure,897
1476,Drama,897
1477,Romance,897
1478,War,897
1479,Comedy,898
1480,Drama,898
1481,Romance,898
1482,Comedy,899
1483,Musical,899
1484,Romance,899
1485,Musical,900
1486,Romance,900
1487,Comedy,901
1488,Musical,901
1489,Drama,902
1490,Romance,902
1491,Drama,903
1492,Mystery,903
1493,Romance,903
1494,Thriller,903
1495,Mystery,904
1496,Thriller,904
1497,Comedy,905
1498,Romance,905
1499,Drama,906
1500,Thriller,906
1501,Comedy,907
1502,Musical,907
1503,Romance,907
1504,Action,908
1505,Adventure,908
1506,Mystery,908
1507,Romance,908
1508,Thriller,908
1509,Comedy,909
1510,Drama,909
1511,Romance,909
1512,Comedy,910
1513,Crime,910
1514,Comedy,911
1515,Crime,911
1516,Mystery,911
1517,Romance,911
1518,Thriller,911
1519,Drama,912
1520,Romance,912
1521,Film-Noir,913
1522,Mystery,913
1523,Comedy,914
1524,Drama,914
1525,Musical,914
1526,Romance,914
1527,Comedy,915
1528,Romance,915
1529,Comedy,916
1530,Drama,916
1531,Romance,916
1532,Children,917
1533,Drama,917
1534,Musical,918
1535,Adventure,919
1536,Children,919
1537,Fantasy,919
1538,Musical,919
1539,Drama,920
1540,Romance,920
1541,War,920
1542,Comedy,921
1543,Drama,922
1544,Film-Noir,922
1545,Romance,922
1546,Drama,923
1547,Mystery,923
1548,Adventure,924
1549,Drama,924
1550,Sci-Fi,924
1551,Drama,926
1552,Comedy,927
1553,Drama,928
1554,Mystery,928
1555,Romance,928
1556,Thriller,928
1557,Drama,929
1558,Film-Noir,929
1559,Mystery,929
1560,Thriller,929
1561,Film-Noir,930
1562,Romance,930
1563,Thriller,930
1564,Mystery,931
1565,Romance,931
1566,Thriller,931
1567,Drama,932
1568,Romance,932
1569,Crime,933
1570,Mystery,933
1571,Romance,933
1572,Thriller,933
1573,Comedy,934
1574,Comedy,935
1575,Musical,935
1576,Comedy,936
1577,Romance,936
1578,Comedy,937
1579,Romance,937
1580,Musical,938
1581,Action,940
1582,Adventure,940
1583,Romance,940
1584,Adventure,941
1585,Crime,942
1586,Film-Noir,942
1587,Mystery,942
1588,Drama,943
1589,Fantasy,943
1590,Romance,943
1591,Drama,944
1592,Comedy,945
1593,Musical,945
